index,0,1,2,3,4,5,6,7,8,9
127897,3060,102684,7025,26782,26562,7297,62956,51698,56757,149
127900,70984,87079,93270,104879,112171,3578,903,8496,67695,108945
127901,3060,102684,7025,26782,51698,26562,62956,7297,56757,149
127906,107348,6273,801,103048,45335,89190,97057,34359,27899,48879
127910,92507,2993,59126,3565,1984,3176,5005,3812,55080,64969
127912,102684,3060,7025,26782,26562,62956,7297,51698,56757,149
127921,34150,8968,106441,1073,71135,6254,5016,5782,26119,2459
127930,26562,102684,26782,7025,62956,7297,51698,3060,56757,149
127938,708,364,2371,51638,1387,103539,8341,1834,7790,913
127941,109487,7616,26782,3060,51698,26562,7297,62956,56757,149
127944,3587,3646,3159,51660,261,4267,1225,40815,90524,663
127946,7790,3448,1883,31101,8341,6888,1387,4847,2371,913
127948,102684,109487,3060,26782,51698,56757,26562,62956,7297,149
127950,6996,2247,1265,1997,3452,7541,70305,4813,5608,27456
127954,3578,4350,6971,31431,46664,97921,2094,69406,2959,26578
127955,7025,109487,3060,26782,51698,7297,26562,62956,56757,149
127959,7025,102684,3060,26782,26562,7297,51698,62956,56757,149
127961,68932,7541,87234,84847,54286,4813,23,73027,6996,27456
127963,102684,26782,3060,7025,51698,26562,7297,62956,56757,149
127967,1296,3697,34405,25839,41585,1387,7387,110882,53121,913
127969,55721,48593,5463,1834,913,74228,4470,2926,3205,7790
127970,3060,7025,6617,26782,51698,7297,56757,26562,62956,149
127971,26782,7616,3060,102684,7025,26562,62956,56757,51698,149
127972,256,7141,58655,1136,2926,1834,57640,3205,913,7790
127974,6886,33725,110882,4847,6888,4589,3448,913,4833,2371
127991,33838,2394,4833,33725,1036,1707,4161,6358,5269,74089
128000,6533,102684,26782,3060,26562,51698,62956,7297,56757,149
128003,109487,3060,7025,26782,51698,7297,26562,62956,56757,149
128006,87234,6159,4444,1371,4061,27456,27899,70286,6996,23
128008,109487,6617,7025,7616,51698,7297,56757,62956,26562,149
128014,1984,55080,26562,6377,8446,64969,7297,56757,62956,149
128017,102684,26782,3060,7025,51698,26562,7297,62956,56757,149
128028,151,708,6888,1883,3157,2530,4187,8341,2371,913
128033,7216,4813,27373,54286,195,5107,1385,836,68932,3090
128034,48783,2890,7982,2907,1033,33903,2594,1,26111,8972
128036,7025,102684,26782,3060,26562,51698,7297,62956,56757,149
128037,7025,3060,102684,26782,26562,7297,51698,62956,56757,149
128047,708,6791,1883,1699,6888,8341,4847,1387,2371,913
128050,58303,3827,8765,1225,8923,74685,954,64969,4267,261
128056,102684,3060,26782,7025,26562,51698,7297,62956,56757,149
128057,7025,26782,51698,6617,3060,26562,56757,7297,62956,149
128060,26782,102684,7025,3060,51698,56757,26562,7297,62956,149
128066,7743,108945,1938,5013,5095,5294,6971,31445,63876,112171
128069,3060,102684,7025,26782,7297,62956,26562,56757,51698,149
128074,2381,3159,78517,1225,3949,3646,51660,90524,663,1361
128077,102684,3060,7025,26782,51698,7297,26562,62956,56757,149
128078,1938,5418,5937,7743,53921,99468,27820,56001,943,59126
128095,109487,3060,7025,26782,26562,51698,7297,62956,56757,149
128099,5680,4022,100487,81910,34164,5873,95858,231,4686,80241
128102,7616,7025,3060,51698,26782,26562,62956,7297,56757,149
128104,7025,102684,3060,26782,7297,26562,51698,62956,56757,149
128111,102684,7025,3060,26782,26562,7297,62956,51698,56757,149
128116,3966,5294,31431,44731,65188,67695,112171,3633,5095,2501
128124,79006,71156,953,7982,42009,2799,3205,628,6573,42418
128132,54513,59392,65188,70984,87079,88950,93270,104879,108945,77846
128146,7437,68932,3090,1385,44191,74089,7713,5107,93498,71131
128151,6617,109487,51698,7025,3060,7297,26562,56757,62956,149
128153,102684,7297,7616,62956,7025,8446,56757,26562,3060,149
128157,3060,102684,7025,26782,51698,26562,7297,62956,56757,149
128160,7616,3060,26782,7025,7297,26562,51698,62956,56757,149
128162,6617,8446,7297,3060,26562,26782,51698,56757,62956,149
128163,3730,7708,7437,4161,5269,6335,74089,1699,44191,93498
128164,3060,7025,102684,26562,7297,26782,51698,62956,56757,149
128166,31445,33072,39444,50011,63876,112171,65188,3521,3966,44731
128170,3090,5107,6358,74089,8576,38499,7294,529,2145,71131
128175,3060,26782,109487,6617,56757,8446,26562,7297,62956,149
128176,67695,77846,108945,112171,903,3981,2939,1729,5294,7086
128182,3033,7297,7616,2316,62956,27311,56757,7025,51698,149
128184,8446,26782,3060,51698,7025,62956,7297,26562,56757,149
128187,7025,3060,109487,6617,26782,51698,62956,7297,56757,149
128188,1834,1136,79006,337,2926,628,48593,4470,7790,3205
128216,109487,3060,7025,26782,7297,26562,51698,56757,62956,149
128220,6687,3949,112804,8739,1091,33669,3735,3658,2000,2436
128224,53121,31101,364,7790,8341,2371,87430,1387,57640,913
128228,109487,7616,26782,7025,26562,51698,7297,56757,62956,149
128232,7616,3060,26782,7025,26562,7297,51698,62956,56757,149
128233,102684,3060,26782,7025,51698,7297,62956,26562,56757,149
128236,7025,3060,26782,102684,7297,26562,62956,51698,56757,149
128244,7616,3060,26562,102684,7025,7297,51698,62956,56757,149
128246,44191,5446,6335,68932,3730,3079,93498,413,111360,3090
128247,1422,7578,2959,4017,6067,61289,41617,7486,661,1683
128248,2134,4813,2125,4194,86882,73027,48879,27456,3090,6996
128250,103048,5059,1377,3090,195,26242,2125,368,610,68932
128256,6533,7616,26782,51698,109487,56757,7297,26562,62956,149
128258,26782,7025,6617,7616,7297,51698,26562,56757,62956,149
128259,4276,26782,7297,299,27311,62956,60904,56757,51698,149
128263,3060,26782,102684,7025,26562,7297,62956,51698,56757,149
128271,109487,7025,3060,26782,51698,26562,7297,62956,56757,149
128277,986,8491,2394,109673,6358,836,5269,74089,3090,1707
128280,3060,102684,26782,7025,26562,7297,62956,56757,51698,149
128283,93270,104879,6971,7235,31445,39444,2939,190,71468,99468
128285,112171,193,778,5418,5937,7743,31445,39444,50011,88950
128290,913,33725,11,65216,7789,5269,34405,1699,7708,4161
128295,40278,87430,1834,7141,3698,3205,57640,7790,2371,913
128297,102684,7025,3060,26782,26562,7297,51698,56757,62956,149
128298,7616,102684,7297,26782,7025,26562,62956,51698,56757,149
128299,102684,52448,3060,51698,7297,26562,56757,26782,62956,149
128301,261,5005,90524,8923,60295,51660,4267,3159,1225,663
128305,102684,3060,7025,26562,26782,7297,51698,62956,56757,149
128309,7025,6617,3060,51698,26782,7297,26562,56757,62956,149
128311,109487,26562,7616,7297,102684,51698,62956,56757,7025,149
128315,102684,26782,3060,7025,51698,26562,62956,7297,56757,149
128319,56757,3033,4723,2028,3983,8601,1480,51698,27311,149
128323,3060,26782,102684,7025,51698,26562,7297,56757,62956,149
128325,261,3159,2436,2413,4267,2381,1225,663,5011,112804
128329,3060,26782,6533,7025,7297,26562,51698,62956,56757,149
128332,102684,3060,7025,26782,7297,26562,51698,62956,56757,149
128335,3060,102684,7025,26782,26562,51698,62956,7297,56757,149
128336,5974,3078,56846,3512,82463,2231,953,628,8968,71156
128346,8576,33683,529,6358,1707,32011,109673,33838,2145,74089
128351,4589,1387,7708,6791,1699,4833,2371,6888,33725,913
128356,102684,7025,26782,3060,26562,51698,7297,62956,56757,149
128360,54286,27373,71131,93498,1385,195,5107,836,68932,3090
128368,39444,60514,67695,77846,1938,6971,8928,44731,2221,63876
128381,54286,6335,1385,4552,4813,71131,413,68932,3730,93498
128384,3060,26782,102684,7025,62956,7297,26562,51698,56757,149
128393,71131,111360,208,4589,7437,4833,101362,913,33725,93498
128394,80917,56757,3581,8799,64114,149,51698,6214,2028,27311
128397,1419,986,52973,2394,5269,208,6358,74089,8491,4833
128398,102684,7025,26782,3060,26562,7297,51698,62956,56757,149
128401,3060,102684,7025,26782,26562,51698,7297,62956,56757,149
128404,3060,7616,26782,51698,109487,62956,7297,26562,56757,149
128406,7025,3060,7297,109487,102684,26562,26782,56757,51698,149
128409,3060,26782,7025,6533,7297,109487,62956,56757,51698,149
128410,6617,8446,3060,26782,51698,26562,7297,62956,56757,149
128415,6533,3060,109487,26782,26562,7297,51698,62956,56757,149
128416,51698,26782,109487,7297,3060,8446,62956,26562,56757,149
128420,1387,33725,65216,7789,6791,7708,34405,5269,1699,913
128421,7025,2028,553,27311,1356,49276,51698,3015,2303,149
128423,53921,3633,31445,39444,44731,1729,5418,5937,7743,60514
128426,7616,102684,7025,26782,51698,26562,62956,56757,7297,149
128443,2501,5418,6586,60514,108945,39444,53921,31445,7026,5095
128447,109487,26782,8446,51698,26562,3060,7297,56757,62956,149
128460,109487,7025,3060,26782,26562,51698,7297,62956,56757,149
128468,7025,3060,109487,26782,51698,26562,7297,56757,62956,149
128471,52448,7616,102684,7025,7297,51698,26562,62956,56757,149
128480,6612,208,3730,1699,4161,986,1777,5269,93498,74089
128484,3578,2519,2939,903,1729,5013,8496,26147,77846,5005
128491,7025,27311,82169,6122,56757,2303,3983,51698,299,149
128492,7616,3060,7025,26782,26562,7297,51698,56757,62956,149
128496,116823,2335,1,3205,7982,42009,3094,2926,7790,5463
128500,6533,109487,7297,51698,26562,7025,7616,62956,56757,149
128503,6888,7708,8341,1699,2371,4833,33725,74089,1387,913
128507,51562,52604,54513,59392,70984,87079,88950,93270,104879,1729
128512,7616,7025,3060,26782,51698,26562,7297,62956,56757,149
128514,2394,65216,4161,157,5269,913,1699,74089,4833,33725
128519,52448,3060,7616,109487,8446,26562,56757,62956,7297,149
128521,7616,109487,52448,26782,51698,56757,26562,7297,62956,149
128532,3060,7616,26782,7025,26562,51698,7297,56757,62956,149
128535,7616,102684,26782,7025,26562,51698,56757,62956,7297,149
128541,7981,2436,8335,112138,8039,3176,3964,112804,74685,64969
128542,102684,26782,3060,7025,26562,7297,51698,62956,56757,149
128543,6888,4161,4847,4833,5269,157,7708,1699,34405,913
128551,102684,3060,7025,26782,7297,26562,51698,62956,56757,149
128558,7616,3060,7025,26782,51698,26562,7297,56757,62956,149
128559,112138,3658,8039,74685,261,3176,3964,2436,64969,112804
128561,261,55080,4267,59126,663,2381,2436,112804,3176,64969
128562,26562,52448,102684,62956,299,51698,7025,7297,56757,149
128563,5016,1356,2877,162,3015,553,1339,6999,5690,5782
128566,26562,51698,3060,26782,6617,8446,7297,56757,62956,149
128569,6533,3060,102684,26782,62956,7297,26562,51698,56757,149
128575,70984,87079,88950,93270,104879,2519,7086,31431,50011,2939
128582,3981,5095,5294,63876,2094,8496,83132,31431,77846,44731
128590,44731,108945,903,3578,7086,31431,190,5013,7026,2501
128594,74685,1587,112804,30820,59126,3964,3658,2436,3176,64969
128608,109487,7025,3060,26782,51698,7297,26562,62956,56757,149
128611,7025,3060,26782,102684,26562,7297,62956,51698,56757,149
128619,26782,7616,102684,7025,26562,7297,51698,62956,56757,149
128627,33725,157,68237,1699,8341,65216,7708,4833,34405,913
128630,34405,5269,7708,74089,93498,33725,6612,913,7149,1699
128634,31101,708,6791,5940,8516,913,423,7492,1883,48394
128637,7789,6163,7149,6791,7708,5269,34405,4161,913,1699
128638,1984,3418,51660,4267,1225,40815,90524,6178,3159,663
128645,1834,1387,7790,87430,708,57640,4847,364,2371,913
128652,913,3730,3079,44191,101362,111360,71131,7437,6335,93498
128656,5974,628,48593,1834,4470,337,913,3205,7790,2926
128664,57640,7387,1387,1883,31101,110882,59615,3448,7790,913
128665,5119,1962,231,5152,7092,26198,2325,103107,2000,3794
128666,7149,1777,33725,74089,157,5269,1699,6612,4161,4833
128668,3841,5574,5269,492,65216,708,913,56885,4847,31101
128669,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
128671,7025,26782,109487,7297,8446,3060,26562,56757,62956,149
128679,299,6533,26562,102684,51698,7297,7025,62956,56757,149
128690,953,3205,2926,116823,4911,34150,5974,2231,71156,628
128695,1387,4847,4833,8341,6791,6888,1699,2371,33725,913
128720,6887,3634,8273,7024,5843,3104,71468,45028,4862,44301
128723,52448,26782,6617,3060,8446,56757,26562,7297,62956,149
128724,71131,74089,3079,79695,413,44191,5446,6335,93498,3730
128733,3079,37853,208,54286,5107,111360,3730,6335,413,93498
128739,1753,2422,5319,100487,89190,80241,97057,231,34359,48879
128743,109487,7616,3060,7025,26562,51698,7297,56757,62956,149
128747,836,1036,986,109673,1707,3090,93498,5269,6358,74089
128756,1699,40278,151,1834,2371,2600,1387,2530,8341,913
128760,102445,108945,3521,5937,7743,60514,83132,2094,65188,112171
128762,102684,7616,3060,7297,7025,62956,51698,26562,56757,149
128763,4847,34405,1699,2394,4161,913,33725,4833,74089,5269
128775,4833,33725,1387,65216,4847,2371,1699,8341,913,6888
128781,102684,6617,3060,26782,26562,51698,7297,62956,56757,149
128784,7616,51698,26782,8446,3060,7297,56757,26562,62956,149
128788,56757,2360,52448,6617,26562,3060,8446,7297,62956,149
128789,6687,5152,2137,3735,2381,2436,6890,3794,2000,8739
128799,102684,3060,7025,26782,7297,26562,62956,56757,51698,149
128800,7616,7297,4276,26562,62956,102684,56757,7025,51698,149
128806,90469,4589,101362,6791,1387,4833,93498,33725,1883,913
128807,26782,7616,102684,7025,7297,26562,51698,62956,56757,149
128809,4589,7790,74089,41585,7789,6888,2371,4847,1387,913
128816,6763,4470,802,58655,2926,2371,1834,3205,7790,913
128838,7025,62956,102684,7297,26782,26562,51698,3060,56757,149
128840,6617,102684,3060,26782,26562,7297,51698,62956,56757,149
128842,5644,5049,89343,2253,553,5986,31923,50798,5782,3015
128844,102684,3060,26782,7025,51698,26562,7297,62956,56757,149
128845,7025,102684,3060,26782,7297,51698,62956,26562,56757,149
128846,6448,2454,26163,1091,5152,2470,2000,48879,40732,3794
128852,26782,3060,102684,7025,26562,7297,62956,51698,56757,149
128853,102684,7025,3060,26782,26562,7297,62956,51698,56757,149
128856,83369,34405,1387,4161,33725,4833,65216,913,6888,1699
128857,7616,26562,7025,102684,3060,7297,62956,51698,56757,149
128859,109487,6533,7616,102684,62956,7025,26562,56757,51698,149
128867,5502,38499,1385,3865,7029,4552,70336,68932,54286,5107
128868,87079,88950,93270,104879,1729,31445,39444,60514,6586,7334
128869,4161,1036,157,1707,5269,4833,33725,6612,2394,74089
128879,802,103539,337,58655,2926,57640,1834,913,3205,7790
128880,6612,4161,5269,157,208,7817,2394,74089,4833,33725
128890,109487,6617,26782,7025,7297,62956,51698,26562,56757,149
128892,95449,33585,529,97057,48879,34359,4194,2125,5059,610
128894,6617,7025,51698,3060,26782,26562,7297,56757,62956,149
128901,4847,4589,74089,1883,6888,1699,4833,2371,33725,913
128913,1136,3698,6763,802,57640,1834,87430,3205,913,7790
128919,7930,6067,31260,44301,661,326,7486,8908,8494,26007
128920,70984,87079,88950,93270,104879,1938,2221,193,3966,39444
128924,7025,102684,3060,26782,7297,26562,51698,62956,56757,149
128927,70984,87079,88950,93270,104879,6586,5294,7026,53921,5095
128928,7025,109487,3060,26782,51698,26562,7297,62956,56757,149
128943,708,7789,6791,83369,4847,34405,1387,6888,1699,913
128950,77846,903,1729,2221,5013,26147,97921,5294,4664,7086
128952,6617,7025,3060,26782,51698,26562,7297,62956,56757,149
128957,102684,7025,26782,3060,26562,51698,7297,62956,56757,149
128961,33683,32011,33838,74089,68932,27373,1707,109673,836,3090
128964,6617,26782,102684,7025,7297,62956,51698,26562,56757,149
128972,102684,3060,7025,26782,51698,26562,7297,62956,56757,149
128975,71135,3015,85397,2660,6535,6254,1527,3078,26111,8261
128979,3060,102684,7025,26782,7297,26562,62956,51698,56757,149
128980,26782,3060,7025,102684,7297,26562,62956,51698,56757,149
128983,7708,2394,6612,93498,1699,4161,33725,4833,5269,74089
128984,7149,89305,37830,74089,4833,4161,7708,34405,5269,1699
128992,3060,102684,7025,26782,51698,7297,26562,56757,62956,149
128998,7616,102684,26782,7025,26562,7297,62956,51698,56757,149
129005,7437,4833,33725,44191,6335,423,5446,1699,3730,93498
129008,3060,102684,26782,7025,26562,7297,51698,62956,56757,149
129011,6617,51698,8446,62956,26562,7297,26782,3060,56757,149
129012,3060,7616,7025,26782,7297,26562,62956,51698,56757,149
129014,102684,7025,3060,51698,26782,26562,7297,62956,56757,149
129021,52604,54513,59392,63876,70984,87079,88950,93270,104879,2221
129024,6791,4847,33725,1883,2371,6888,1387,1699,8341,913
129025,109487,26782,102684,7025,7297,26562,62956,51698,56757,149
129031,3060,26782,51698,8446,6617,56757,26562,62956,7297,149
129033,1387,3448,8341,4833,708,4589,4847,6888,2371,913
129042,109487,102684,7297,7025,62956,26782,26562,51698,56757,149
129043,51698,56757,2028,6122,60904,54286,6294,80917,149,8799
129049,26782,102684,3060,7025,7297,26562,62956,51698,56757,149
129050,89305,33725,7708,4161,913,6791,7149,74089,5269,1699
129053,26782,3060,102684,7297,26562,62956,7025,56757,51698,149
129054,102684,3060,7025,26782,26562,51698,62956,7297,56757,149
129055,52448,27706,1580,102684,7025,56757,26562,62956,7297,149
129058,102684,3060,7025,26782,26562,51698,7297,62956,56757,149
129059,6791,1699,364,6888,708,4847,8341,1387,2371,913
129060,92507,27820,56001,943,8967,2447,64969,3658,3176,59126
129062,1707,109673,2070,529,5269,65642,836,74089,2145,6358
129064,7149,157,5269,7708,4161,34405,1699,33725,4833,913
129070,102684,7025,3060,26782,51698,7297,26562,62956,56757,149
129073,7025,102684,3060,26782,51698,26562,7297,62956,56757,149
129078,3578,7026,31431,67695,1729,5013,5095,77846,8496,26147
129084,7141,3698,8341,3205,43832,87430,1834,2371,7790,913
129087,33145,4847,55278,4833,7790,6886,2371,7387,3448,913
129090,8341,33725,7790,1834,4847,1699,6888,2371,1387,913
129092,7616,109487,26782,3060,26562,7297,51698,62956,56757,149
129100,3060,7025,7616,26782,26562,51698,7297,56757,62956,149
129105,7025,3060,7616,26782,51698,26562,62956,56757,7297,149
129107,7616,26782,102684,7025,26562,7297,51698,62956,56757,149
129108,89190,91199,529,8576,2070,74089,32011,2145,33838,34359
129112,5994,567,1127,1272,27899,2324,4916,5504,912,8912
129116,7086,31431,83132,5095,6238,8928,8273,45028,4862,44301
129122,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
129123,5013,65188,77846,5294,101025,5005,71252,8923,60295,1225
129131,2145,6358,27373,7713,2798,74089,93498,68932,836,3090
129134,6067,3526,4017,2959,7037,78469,92507,1683,3812,5005
129135,6617,26782,109487,3060,8446,7297,56757,26562,62956,149
129136,3060,102684,7025,26782,26562,7297,51698,62956,56757,149
129137,7025,6617,3060,26782,51698,26562,56757,62956,7297,149
129142,102684,7616,26782,7025,26562,51698,7297,56757,62956,149
129159,26782,7025,3060,102684,51698,26562,7297,56757,62956,149
129162,109487,3060,7025,26782,51698,26562,7297,62956,56757,149
129165,3448,34405,2394,25839,4589,101362,32289,4833,33725,913
129167,7616,51698,3060,109487,26782,56757,26562,7297,62956,149
129170,7025,102684,26782,3060,26562,7297,51698,62956,56757,149
129183,102684,3060,7025,26782,7297,26562,51698,62956,56757,149
129184,5956,4833,2371,7708,4589,4847,6888,6791,1699,913
129185,3966,3981,67695,6971,8496,5095,97921,8928,46664,190
129190,7086,97921,8273,8928,31431,63876,3966,2557,26578,44301
129192,109487,6617,3060,26782,51698,26562,7297,56757,62956,149
129195,4847,1387,8341,33725,492,1883,6791,3448,2371,913
129200,3037,6763,40278,48593,1834,87430,913,2926,3205,7790
129206,26782,7025,102684,3060,26562,51698,7297,62956,56757,149
129207,3060,102684,7025,26782,26562,51698,7297,62956,56757,149
129210,3060,102684,26562,26782,7025,7297,51698,62956,56757,149
129216,82499,74754,5255,3983,62956,102684,26782,1936,56757,149
129221,6573,953,1136,4470,628,7790,5974,2926,3205,337
129222,3060,26782,102684,26562,62956,7025,7297,56757,51698,149
129225,836,57640,7708,31101,4194,83369,6888,1387,3090,913
129226,102684,3060,7025,26782,51698,7297,26562,62956,56757,149
129229,6533,6617,109487,26782,51698,56757,26562,7297,62956,149
129232,6533,7616,7297,51698,7025,26782,26562,56757,62956,149
129235,7708,6791,34405,2371,4833,74089,33725,1699,5269,913
129240,109487,102684,26782,7025,51698,7297,26562,62956,56757,149
129245,3060,102684,26782,26562,7025,51698,7297,62956,56757,149
129251,6254,2231,38538,5313,1959,2727,4911,34,34150,8968
129253,7025,109487,3060,26782,51698,26562,7297,56757,62956,149
129254,59392,70984,87079,88950,93270,104879,108945,8928,6586,7334
129261,102684,3060,26782,7025,7297,51698,26562,62956,56757,149
129265,4194,89190,97057,6996,3090,100487,80241,34359,231,48879
129274,364,87430,6888,1387,8341,34405,6791,2371,1699,913
129277,93988,3203,71899,4920,1405,7171,57,62801,34150,6254
129280,26782,102684,3060,7025,51698,26562,7297,62956,56757,149
129284,4470,87430,58655,337,2926,913,1834,1136,7790,3205
129285,7789,5956,8341,6791,1699,6888,4847,2371,1387,913
129288,74228,1834,337,103539,3205,1136,58655,7790,6763,913
129291,33669,8967,2447,86892,64969,59126,112804,3176,3658,2436
129299,97921,3981,65188,5095,60514,108945,2501,3633,5294,112171
129307,6617,3060,8446,26782,51698,26562,7297,62956,56757,149
129311,6533,7025,7616,102684,7297,51698,26562,62956,56757,149
129313,1834,87430,31101,8341,7790,6888,4847,1387,2371,913
129314,39444,5937,7743,8496,31445,5418,6586,1938,53921,108945
129319,74089,7708,3448,5269,4847,6888,2371,33725,4833,913
129321,3060,102684,26782,7025,26562,7297,62956,51698,56757,149
129323,2926,3698,57640,1136,2371,58655,87430,1834,7790,913
129324,8640,62956,47,8601,149,1936,4276,27311,51698,8799
129326,65188,112171,3633,60514,3966,108945,26782,60295,5005,149
129328,6617,26782,8446,51698,26562,3060,56757,62956,7297,149
129331,4589,1387,7708,34405,6791,6888,1699,33725,4833,913
129336,7025,109487,3060,51698,26782,26562,56757,62956,7297,149
129338,95449,8117,5059,4327,74154,117176,610,2125,7074,103048
129345,65188,5294,2501,108945,3966,1938,112171,5095,97921,7026
129349,8739,7572,5152,1962,6101,1127,7092,2436,2000,5119
129354,7789,74089,157,492,3477,65216,101362,33725,4833,913
129362,71156,224,116823,4535,337,4795,7982,5974,628,85397
129366,31101,4833,33725,7790,2371,8341,3448,6888,1387,913
129378,8446,7025,102684,51698,56757,26782,7297,26562,62956,149
129379,66203,117176,8740,6982,7074,3869,33750,1371,103048,58376
129387,3271,3555,5995,26007,7584,31255,59126,3324,3658,223
129388,195,76210,4194,59429,7216,27373,2125,68932,836,3090
129395,109487,102684,26782,3060,51698,26562,62956,7297,56757,149
129402,7025,7616,3060,26782,26562,7297,51698,62956,56757,149
129406,1699,7790,31101,4833,1387,8341,4847,6888,2371,913
129418,5463,48593,5974,4470,628,1834,337,3205,2926,7790
129420,7025,3060,26782,102684,26562,51698,62956,7297,56757,149
129428,80241,97057,86882,34359,231,34164,48879,100487,6996,3090
129431,59392,60514,70984,87079,88950,93270,104879,193,2221,5095
129438,78469,1882,419,81786,7930,3565,7486,5005,3812,1984
129445,7037,7046,78469,661,92507,7486,5005,3812,3565,1984
129446,102684,3060,7025,26782,26562,51698,7297,62956,56757,149
129448,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
129452,7616,8446,51698,3060,56757,26562,7297,62956,26782,149
129463,117176,27456,2391,6996,7074,59549,86882,6579,1371,103048
129476,59615,4847,6791,41585,6888,8341,1387,2371,708,913
129479,26562,3060,7616,7025,102684,51698,62956,7297,56757,149
129482,102684,7616,7025,26562,26782,7297,62956,51698,56757,149
129488,1834,51638,6791,8341,4847,59615,2371,6888,1387,913
129498,7025,7616,102684,26782,26562,7297,56757,62956,51698,149
129500,3060,102684,7025,26782,26562,7297,51698,62956,56757,149
129507,102684,3060,26782,7025,26562,51698,7297,62956,56757,149
129510,413,4833,3079,2394,44191,1699,5269,71131,74089,93498
129513,87079,93270,104879,1938,3521,6586,7026,53921,108945,5095
129527,109487,102684,7616,7025,51698,7297,62956,26562,56757,149
129528,51660,1361,5963,6506,1281,1051,1619,40815,663,90524
129531,26782,3060,7297,102684,7025,62956,26562,56757,51698,149
129543,1683,7037,7486,68952,78469,92507,1984,3565,5005,3812
129545,6533,102684,3060,51698,26562,7297,62956,56757,26782,149
129546,109487,7025,3060,26782,26562,7297,51698,62956,56757,149
129548,102684,26562,3060,7025,26782,7297,51698,56757,62956,149
129563,6533,26782,102684,7297,26562,62956,7025,51698,56757,149
129568,3079,44191,7713,5107,3090,413,93498,3730,74089,71131
129574,5937,7743,31431,3966,7026,7086,67695,108945,53921,1938
129576,1480,4973,4640,51698,5872,4723,27311,2316,7025,149
129579,81456,3827,74370,1225,954,5011,58303,8923,149,2413
129583,7025,26782,3060,102684,26562,7297,62956,51698,56757,149
129584,1292,208,82053,93498,5269,8491,7713,2394,74089,6358
129585,1073,2596,52767,6254,3078,1356,162,553,3203,5782
129596,44761,4862,5237,44301,2436,3658,33669,1091,4886,2000
129598,6886,708,85179,48394,4489,26554,4589,6791,8341,913
129605,6617,109487,3060,7297,51698,26562,26782,62956,56757,149
129607,7616,102684,7025,26782,26562,51698,7297,62956,56757,149
129611,32469,100487,62849,3794,5152,78517,2422,8739,1453,1361
129630,5004,109487,26562,8607,4276,7025,62956,51698,56757,149
129636,6617,6533,26782,51698,3060,26562,7297,56757,62956,149
129637,110102,7616,7297,102684,26782,7025,51698,56757,62956,149
129650,3060,102684,7025,26782,26562,51698,7297,62956,56757,149
129652,628,2335,2664,116823,8261,64285,71156,953,2231,75813
129654,109487,102684,3060,26782,51698,7297,26562,62956,56757,149
129658,58655,57640,802,87430,2371,40278,1834,3205,913,7790
129659,2394,7708,4161,5269,74089,34405,33725,4833,1699,913
129660,102684,3060,7025,26782,7297,26562,51698,62956,56757,149
129663,1834,4187,31101,87430,43832,57640,6888,2371,4847,913
129670,6598,3698,3448,31101,87430,57640,1834,2371,7790,913
129679,2447,101025,8967,5005,3205,71252,8923,3153,954,59126
129680,4847,708,1387,1699,6791,1883,6888,8341,2371,913
129683,78517,1051,51660,3646,1619,40815,5963,1361,90524,663
129695,8341,7790,57640,2371,110882,708,31101,3448,1387,913
129700,6888,4847,708,6598,8341,43832,31101,1883,2371,913
129708,51638,2530,3448,4847,5404,6888,8341,1387,2371,913
129712,7616,102684,26782,26562,7025,7297,51698,62956,56757,149
129718,2600,31101,8341,364,4489,151,1387,7790,87430,913
129721,195,27373,1707,33838,2070,529,68932,2145,836,3090
129733,3060,109487,7025,26782,51698,26562,7297,56757,62956,149
129743,7025,7616,102684,109487,7297,26562,62956,56757,51698,149
129744,7026,44731,2221,3578,67695,53921,1729,27820,56001,943
129746,3060,102684,26782,7025,26562,7297,62956,56757,51698,149
129749,50742,3892,553,104339,1544,1356,2028,2410,3015,42004
129750,6617,7025,3060,26782,51698,26562,7297,56757,62956,149
129752,102684,3060,7025,26782,51698,26562,7297,62956,56757,149
129759,60904,80917,51935,8799,4276,1936,56757,102684,51698,149
129760,102684,7025,3060,26782,26562,7297,62956,51698,56757,149
129762,3698,51638,364,6888,87430,8341,43832,7790,2371,913
129775,5005,8967,8765,2447,2436,112804,3658,64969,3176,59126
129780,8446,109487,7616,51698,26782,7297,26562,56757,62956,149
129789,6533,7025,3060,26782,7297,26562,51698,62956,56757,149
129802,3060,102684,26782,7025,26562,7297,51698,62956,56757,149
129803,708,4589,3448,8341,6888,1387,4847,1883,2371,913
129805,1753,60818,40732,48879,2000,100487,1127,5119,7092,3794
129823,44788,7338,32239,1385,109673,836,2145,529,3090,27373
129824,3060,26782,102684,7297,26562,7025,62956,51698,56757,149
129832,26782,109487,3060,7025,51698,26562,7297,62956,56757,149
129835,102684,7025,3060,26782,26562,51698,7297,62956,56757,149
129841,1387,6888,5269,7789,1699,913,4847,4833,65216,33725
129842,31101,3037,1136,802,913,87430,57640,1834,3205,7790
129847,3060,102684,7025,26782,26562,7297,51698,62956,56757,149
129853,7616,7025,26782,3060,26562,51698,7297,62956,56757,149
129861,7025,51698,7616,3060,26562,26782,7297,62956,56757,149
129863,78105,8446,6533,56757,26562,51698,62956,7025,7297,149
